Referencia,Sec.Trans,Termin,Episode,L.mm,A.mm,G.mm,Max.Thick.mm,Or.Weight.g,Rem.Weight.g,W.Retrieved.g,GIUR.1.1,GIUR.1.2,GIUR.2.1,GIUR.2.2,GIUR.3.1,GIUR.3.2
ML_IR_172,Circular,Feather,8,52.8,24.4,13.2,15,43.55,18.44,25.11,13.4,13.4,13.4,13.4,11.1,11.1
ML_IR_214,Triangular Asymmetric,Feather,9,67.8,48.5,16.4,16.7,71.35,34.71,36.64,14,16.3,15.3,15.8,12.5,13.1
ML_IR_220,Trapezoidal Asymmetric,Feather,9,53.5,45,15,15.8,55.36,23.47,31.89,14.7,15,11.1,12.6,5,6.4
ML_IR_226,Circular,Feather,6,75.4,49.6,20.6,21.1,107.2,70.27,36.93,20.8,21.5,20,20.8,12.4,13.2
ML_IR_227,Triangular,Feather,6,69.4,44,13.5,14.7,49.29,34.9,14.39,11.2,13.4,9.9,13.7,10.2,10.2
ML_IR_231,Triangular,Hinge,6,66.1,53.8,13.8,17.2,51.85,36.89,14.96,8.9,13.6,9,13.7,9.8,9.8
ML_IR_233,Triangular,Hinge,6,56.5,26.6,14.2,14.8,37.87,23.34,14.53,13.3,13.3,14.6,14.6,13.7,13.7
ML_IR_238,Circular,Feather,6,71.2,39.3,18.4,23,85.79,53.42,32.37,22.7,23.3,16.8,16.8,11.8,11.8
ML_IR_153,Circular,Feather,10,32.2,28.2,10.8,11.6,17.39,7.64,9.75,10.4,10.4,7.9,7.9,5.4,5.4
ML_IR_214,Triangular Asymmetric,Feather,10,58.9,45.5,16.3,16.6,71.35,24.2,47.15,14.8,16.4,15,16.6,11,11
ML_IR_226,Circular,Feather,7,74.4,46.7,18.1,18.4,107.2,58.26,48.94,17,17,17.9,17.9,11.5,11.5
ML_IR_227,Triangular,Feather,7,69.7,40.5,14,14.8,49.29,27.07,22.22,13.5,14.8,12.6,14.4,10.1,10.1
ML_IR_231,Triangular,Hinge,7,65.1,45.5,13.8,17.2,51.85,32.11,19.74,11.9,17.2,10.3,13.2,9.5,10.2
ML_IR_226,Circular,Feather,8,71.4,45.5,18.9,19,107.2,54.04,53.16,15.6,15.6,18.4,18.4,11.2,11.2
ML_IR_231,Triangular,Hinge,8,66.5,43.8,13.7,17.4,51.85,28.26,23.59,11.9,13.8,11.2,13.9,11.6,11.6
ML_IR_226,Circular,Feather,9,71.8,37.7,17.9,19.2,107.2,44.81,62.39,17.6,17.6,19,19,12.2,12.2
ML_IR_01,Triangular,Feather,0,41.8,28.6,8.8,9.5,9.4,9.4,0,0,8.8,0,8.3,0,7.2
ML_IR_02,Triangular,Feather,0,42.2,37.9,7.6,16.2,13.28,13.28,0,0,11.3,0,8.6,0,4.8
ML_IR_03,Triangular Asymmetric,Feather,0,38.3,39.3,16.9,16.5,13.04,13.04,0,0,13.7,0,11.2,0,7.9
ML_IR_04,Triangular,Feather,0,38.3,39.3,10.4,11,14.4,14.4,0,0,7.8,0,10.6,0,11.6
ML_IR_05,Triangular,Feather,0,53.9,41.1,12.7,14.4,21.11,21.11,0,0,13.3,0,11.7,0,8.6
ML_IR_06,Triangular Asymmetric,Feather,0,50.2,31,10.9,11.1,17.08,17.08,0,0,10,0,10.8,0,8.9
ML_IR_07,Trapezoidal,Feather,0,49,31,8,10.3,15.75,15.75,0,0,10.4,0,9,0,7.1
ML_IR_08,Triangular,Hinge,0,50.1,33.8,15.9,19.3,25.49,25.49,0,0,17.4,0,15.8,0,14.4
ML_IR_09,Circular,Feather,0,49.7,35.8,4.5,6.8,8.78,8.78,0,0,6.7,0,5.9,0,5.1
ML_IR_10,Trapezoidal Asymmetric,Feather,0,34.4,26,10.3,13.1,10.15,10.15,0,0,10.1,0,10.3,0,8.1
ML_IR_11,Triangular,Feather,0,53.3,27.4,5.5,6,10.8,10.8,0,0,6.7,0,5.8,0,5.8
ML_IR_12,Triangular,Feather,0,42.2,36.2,9.3,12.4,13.47,13.47,0,0,8.4,0,6.9,0,6.4
ML_IR_13,Trapezoidal Asymmetric,Hinge,0,60.3,41.5,12.9,15.7,28.82,28.82,0,0,15.2,0,12.7,0,7.4
ML_IR_14,Trapezoidal,Feather,0,36.2,38.1,4.9,7,5.8,5.8,0,0,5.5,0,5.3,0,3.9
ML_IR_15,Circular,Hinge,0,24.5,37.2,6.8,7.8,6.82,6.82,0,0,5.5,0,7.6,0,7.7
ML_IR_181,Trapezoidal Asymmetric,Feather,0,82.1,40.6,12.9,12.7,42.78,42.78,0,0,10.6,0,9.4,0,8.5
ML_IR_182,Trapezoidal,Feather,0,82.7,47.3,9.7,12.6,44.82,44.82,0,0,12.2,0,10.7,0,5.5
ML_IR_183,Circular,Feather,0,66.2,58.8,10.7,13.3,43.71,43.71,0,0,14.2,0,11.4,0,10
ML_IR_184,Circular,Feather,0,75.5,73,10.4,15.2,60.45,60.45,0,0,8.2,0,8.9,0,7.7
ML_IR_185,Triangular Asymmetric,Feather,0,55.6,51.9,19.9,22.7,46.07,46.07,0,0,20.3,0,16.5,0,9.8
ML_IR_186,Triangular,Feather,0,56.7,52.8,12.6,13,30.2,30.2,0,0,14.7,0,13,0,11.9
ML_IR_187,Triangular,Feather,0,93.9,39,7.9,9.5,32,32,0,0,7.9,0,9.2,0,5.9
ML_IR_188,Circular,Feather,0,45.7,40.7,6.3,10.8,11.66,11.66,0,0,9,0,7,0,4.2
ML_IR_189,Triangular Asymmetric,Feather,0,46.4,40,12.4,12.4,13.96,13.96,0,0,7.9,0,11.7,0,10.3
ML_IR_190,Trapezoidal,Feather,0,60.9,33.4,6.3,6.4,13.4,13.4,0,0,6.1,0,6.3,0,5
ML_IR_191,Trapezoidal,Feather,0,53.4,42.6,4.2,6.7,12.11,12.11,0,0,4.9,0,4.3,0,3.6
ML_IR_192,Circular,Feather,0,32.6,54.5,10.1,11.4,14.36,14.36,0,0,10.5,0,11,0,10.4
ML_IR_193,Circular,Feather,0,30.2,39.3,8.7,9.5,11.36,11.36,0,0,7.6,0,8.8,0,8.4
ML_IR_194,Triangular,Feather,0,50.1,41.8,7.6,8.9,12,12,0,0,8.7,0,6.2,0,5.7
ML_IR_195,Triangular,Feather,0,45.5,43,8.1,10.5,12.23,12.23,0,0,10.2,0,9.6,0,7.4
